Gene	c2	c4	c3	Anc3	Anc2	c1	c5	Anc4	Anc1
c1_NEUROG1	1	1	1	1	1	2	1	1	1
c1_NFATC4	1	1	1	1	1	2	1	1	1
c1_NGFR	1	1	1	1	1	2	1	1	1
c1_NKD2	1	1	1	1	1	2	1	1	1
c1_NKX6-2	1	1	1	1	1	2	1	1	1
c1_NLGN2	1	1	1	1	1	2	1	1	1
c1_NLRC4	1	1	1	1	1	2	1	1	1
c1_NME8	1	1	1	1	1	2	1	1	1
c1_NOXRED1	1	1	1	1	1	2	1	1	1
c1_NPHP3-AS1	1	1	1	1	1	2	1	1	1
c1_NPIPB4	1	1	1	1	1	2	1	1	1
c1_NT5M	1	1	1	1	1	2	1	1	1
c1_NTS	1	1	1	1	1	2	1	1	1
c1_NUAK1	1	1	1	1	1	2	1	1	1
c1_OGDHL	1	1	1	1	1	2	1	1	1
c1_OLIG2	1	1	1	1	1	2	1	1	1
c1_OR10K1	1	1	1	1	1	2	1	1	1
c1_OR13A1	1	1	1	1	1	2	1	1	1
c1_OR51B5	1	1	1	1	1	2	1	1	1
c1_OR52H1	1	1	1	1	1	2	1	1	1
c1_OR7C1	1	1	1	1	1	2	1	1	1
c1_OSTN	1	1	1	1	1	2	1	1	1
c1_PANK1	1	1	1	1	1	2	1	1	1
c1_PBX3	1	1	1	1	1	2	1	1	1
c1_PCDHGA7	1	1	1	1	1	2	1	1	1
c1_PDE6C	1	1	1	1	1	2	1	1	1
c1_PDGFB	1	1	1	1	1	2	1	1	1
c1_PEG3	1	1	1	1	1	2	1	1	1
c1_PELI3	1	1	1	1	1	2	1	1	1
c1_PGA3	1	1	1	1	1	2	1	1	1
c1_PHYHIPL	1	1	1	1	1	2	1	1	1
c1_PIK3R5	1	1	1	1	1	2	1	1	1
c1_PINLYP	1	1	1	1	1	2	1	1	1
c1_PKD2L1	1	1	1	1	1	2	1	1	1
c1_PKP2	1	1	1	1	1	2	1	1	1
c1_PLAU	1	1	1	1	1	2	1	1	1
c1_PLCB2	1	1	1	1	1	2	1	1	1
c1_PLIN5	1	1	1	1	1	2	1	1	1
c1_PLN	1	1	1	1	1	2	1	1	1
c1_PLXNB3	1	1	1	1	1	2	1	1	1
c1_POU6F2-AS2	1	1	1	1	1	2	1	1	1
c1_PRAME	1	1	1	1	1	2	1	1	1
c1_PRELP	1	1	1	1	1	2	1	1	1
c1_PRKCD	1	1	1	1	1	2	1	1	1
c1_PRR12	1	1	1	1	1	2	1	1	1
c1_PRRT3-AS1	1	1	1	1	1	2	1	1	1
c1_PRRX1	1	1	1	1	1	2	1	1	1
c1_PRSS48	1	1	1	1	1	2	1	1	1
c1_PTPRE	1	1	1	1	1	2	1	1	1
c1_PTPRJ	1	1	1	1	1	2	1	1	1
c1_PVALB	1	1	1	1	1	2	1	1	1
c1_RAB3IL1	1	1	1	1	1	2	1	1	1
c1_RAC2	1	1	1	1	1	2	1	1	1
c1_RAET1E-AS1	1	1	1	1	1	2	1	1	1
c1_RASAL3	1	1	1	1	1	2	1	1	1
c1_RFPL3S	1	1	1	1	1	2	1	1	1
c1_RGS16	1	1	1	1	1	2	1	1	1
c1_RHBDL3	1	1	1	1	1	2	1	1	1
c1_RHCG	1	1	1	1	1	2	1	1	1
c1_RHOF	1	1	1	1	1	2	1	1	1
c1_RIMS2	1	1	1	1	1	2	1	1	1
c1_RNASE1	1	1	1	1	1	2	1	1	1
c1_RNF165	1	1	1	1	1	2	1	1	1
c1_ROBO3	1	1	1	1	1	2	1	1	1
c1_ROCR	1	1	1	1	1	2	1	1	1
c1_RP1L1	1	1	1	1	1	2	1	1	1
c1_RPRM	1	1	1	1	1	2	1	1	1
c1_S1PR5	1	1	1	1	1	2	1	1	1
c1_SAP30L-AS1	1	1	1	1	1	2	1	1	1
c1_SEMA3G	1	1	1	1	1	2	1	1	1
c1_SEMA6C	1	1	1	1	1	2	1	1	1
c1_SFRP2	1	1	1	1	1	2	1	1	1
c1_SHISAL2A	1	1	1	1	1	2	1	1	1
c1_SIGLEC11	1	1	1	1	1	2	1	1	1
c1_SIPA1L3	1	1	1	1	1	2	1	1	1
c1_SLC13A3	1	1	1	1	1	2	1	1	1
c1_SLC25A32	1	1	1	1	1	2	1	1	1
c1_SLC2A4	1	1	1	1	1	2	1	1	1
c1_SLC2A5	1	1	1	1	1	2	1	1	1
c1_SLC30A2	1	1	1	1	1	2	1	1	1
c1_SLC35D3	1	1	1	1	1	2	1	1	1
c1_SLC35G1	1	1	1	1	1	2	1	1	1
c1_SLC38A1	1	1	1	1	1	2	1	1	1
c1_SLC38A4	1	1	1	1	1	2	1	1	1
c1_SLC38A8	1	1	1	1	1	2	1	1	1
c1_SLC39A4	1	1	1	1	1	2	1	1	1
c1_SLC6A1	1	1	1	1	1	2	1	1	1
c1_SLITRK2	1	1	1	1	1	2	1	1	1
c1_SMC1B	1	1	1	1	1	2	1	1	1
c1_SMYD5	1	1	1	1	1	2	1	1	1
c1_SNCG	1	1	1	1	1	2	1	1	1
c1_SNX20	1	1	1	1	1	2	1	1	1
c1_SORCS3	1	1	1	1	1	2	1	1	1
c1_SORD	1	1	1	1	1	2	1	1	1
c1_SOSTDC1	1	1	1	1	1	2	1	1	1
c1_SOX5	1	1	1	1	1	2	1	1	1
c1_SOX8	1	1	1	1	1	2	1	1	1
c1_SP8	1	1	1	1	1	2	1	1	1
c1_SPATA25	1	1	1	1	1	2	1	1	1
c1_SPATA32	1	1	1	1	1	2	1	1	1
c1_SPEM2	1	1	1	1	1	2	1	1	1
c1_SPINT2	1	1	1	1	1	2	1	1	1
c1_SRC	1	1	1	1	1	2	1	1	1
c1_ST20-MTHFS	1	1	1	1	1	2	1	1	1
c1_ST3GAL6-AS1	1	1	1	1	1	2	1	1	1
c1_ST8SIA1	1	1	1	1	1	2	1	1	1
c1_ST8SIA5	1	1	1	1	1	2	1	1	1
c1_STEAP1B	1	1	1	1	1	2	1	1	1
c1_STEAP2	1	1	1	1	1	2	1	1	1
c1_STON1-GTF2A1L	1	1	1	1	1	2	1	1	1
c1_SYT1	1	1	1	1	1	2	1	1	1
c1_TFAP4	1	1	1	1	1	2	1	1	1
c1_TGFB2-AS1	1	1	1	1	1	2	1	1	1
c1_THNSL2	1	1	1	1	1	2	1	1	1
c1_TIE1	1	1	1	1	1	2	1	1	1
c1_TLE4	1	1	1	1	1	2	1	1	1
c1_TM6SF2	1	1	1	1	1	2	1	1	1
c1_TMCO6	1	1	1	1	1	2	1	1	1
c1_TMEM114	1	1	1	1	1	2	1	1	1
c1_TMEM132B	1	1	1	1	1	2	1	1	1
c1_TMEM139	1	1	1	1	1	2	1	1	1
c1_TMEM154	1	1	1	1	1	2	1	1	1
c1_TMEM176A	1	1	1	1	1	2	1	1	1
c1_TMEM204	1	1	1	1	1	2	1	1	1
c1_TMEM255B	1	1	1	1	1	2	1	1	1
c1_TMEM273	1	1	1	1	1	2	1	1	1
c1_TMEM40	1	1	1	1	1	2	1	1	1
c1_TMEM92-AS1	1	1	1	1	1	2	1	1	1
c1_TMIGD2	1	1	1	1	1	2	1	1	1
c1_TNFRSF14-AS1	1	1	1	1	1	2	1	1	1
c1_TNNI3	1	1	1	1	1	2	1	1	1
c1_TOX3	1	1	1	1	1	2	1	1	1
c1_TPO	1	1	1	1	1	2	1	1	1
c1_TRERF1	1	1	1	1	1	2	1	1	1
c1_TRIM60	1	1	1	1	1	2	1	1	1
c1_TRPM8	1	1	1	1	1	2	1	1	1
c1_TSACC	1	1	1	1	1	2	1	1	1
c1_TSPAN18	1	1	1	1	1	2	1	1	1
c1_TUBB8	1	1	1	1	1	2	1	1	1
c1_TYRP1	1	1	1	1	1	2	1	1	1
c1_UNC13D	1	1	1	1	1	2	1	1	1
c1_UPK3BL1	1	1	1	1	1	2	1	1	1
c1_URB1-AS1	1	1	1	1	1	2	1	1	1
c1_USH1G	1	1	1	1	1	2	1	1	1
c1_VGF	1	1	1	1	1	2	1	1	1
c1_VHLL	1	1	1	1	1	2	1	1	1
c1_VPS33B	1	1	1	1	1	2	1	1	1
c1_VPS9D1-AS1	1	1	1	1	1	2	1	1	1
c1_VWF	1	1	1	1	1	2	1	1	1
c1_WFDC2	1	1	1	1	1	2	1	1	1
c1_WFIKKN2	1	1	1	1	1	2	1	1	1
c1_WSCD1	1	1	1	1	1	2	1	1	1
c1_XCL1	1	1	1	1	1	2	1	1	1
c1_XKR5	1	1	1	1	1	2	1	1	1
c1_ZBTB16	1	1	1	1	1	2	1	1	1
c1_ZEB1-AS1	1	1	1	1	1	2	1	1	1
c1_ZFHX4-AS1	1	1	1	1	1	2	1	1	1
c1_ZNF124	1	1	1	1	1	2	1	1	1
c1_ZNF215	1	1	1	1	1	2	1	1	1
c1_ZNF385C	1	1	1	1	1	2	1	1	1
c1_ZNF502	1	1	1	1	1	2	1	1	1
c1_ZNF525	1	1	1	1	1	2	1	1	1
c1_ZNF780A	1	1	1	1	1	2	1	1	1
c1_ZSCAN5B	1	1	1	1	1	2	1	1	1
DUMMY54	-100	-100	-100	-100	-100	-100	-100	-100	-100
c1_A1CF	1	1	2	1	1	1	1	1	1
c1_AC002384.1	1	1	2	1	1	1	1	1	1
c1_AC002480.2	1	1	2	1	1	1	1	1	1
c1_AC002550.1	1	1	2	1	1	1	1	1	1
c1_AC004466.1	1	1	2	1	1	1	1	1	1
c1_AC004528.1	1	1	2	1	1	1	1	1	1
c1_AC005154.6	1	1	2	1	1	1	1	1	1
c1_AC005393.1	1	1	2	1	1	1	1	1	1
c1_AC005618.1	1	1	2	1	1	1	1	1	1
c1_AC005899.7	1	1	2	1	1	1	1	1	1
c1_AC007285.1	1	1	2	1	1	1	1	1	1
c1_AC007292.2	1	1	2	1	1	1	1	1	1
c1_AC007569.1	1	1	2	1	1	1	1	1	1
c1_AC007608.1	1	1	2	1	1	1	1	1	1
c1_AC007666.1	1	1	2	1	1	1	1	1	1
c1_AC008035.1	1	1	2	1	1	1	1	1	1
c1_AC009120.5	1	1	2	1	1	1	1	1	1
c1_AC009779.3	1	1	2	1	1	1	1	1	1
c1_AC009948.4	1	1	2	1	1	1	1	1	1
c1_AC010336.1	1	1	2	1	1	1	1	1	1
c1_AC010536.3	1	1	2	1	1	1	1	1	1
c1_AC012173.1	1	1	2	1	1	1	1	1	1
c1_AC012313.7	1	1	2	1	1	1	1	1	1
c1_AC012511.1	1	1	2	1	1	1	1	1	1
c1_AC012557.1	1	1	2	1	1	1	1	1	1
c1_AC013448.1	1	1	2	1	1	1	1	1	1
c1_AC020911.1	1	1	2	1	1	1	1	1	1
c1_AC022211.2	1	1	2	1	1	1	1	1	1
c1_AC022517.1	1	1	2	1	1	1	1	1	1
c1_AC023509.3	1	1	2	1	1	1	1	1	1
c1_AC024896.1	1	1	2	1	1	1	1	1	1
c1_AC025165.4	1	1	2	1	1	1	1	1	1
c1_AC027682.3	1	1	2	1	1	1	1	1	1
c1_AC037459.3	1	1	2	1	1	1	1	1	1
c1_AC040977.1	1	1	2	1	1	1	1	1	1
c1_AC062028.1	1	1	2	1	1	1	1	1	1
c1_AC068385.1	1	1	2	1	1	1	1	1	1
c1_AC068580.4	1	1	2	1	1	1	1	1	1
c1_AC069185.1	1	1	2	1	1	1	1	1	1
c1_AC072039.2	1	1	2	1	1	1	1	1	1
c1_AC073529.1	1	1	2	1	1	1	1	1	1
c1_AC079610.2	1	1	2	1	1	1	1	1	1
c1_AC084346.2	1	1	2	1	1	1	1	1	1
c1_AC087386.1	1	1	2	1	1	1	1	1	1
c1_AC087741.1	1	1	2	1	1	1	1	1	1
c1_AC090337.1	1	1	2	1	1	1	1	1	1
c1_AC090578.1	1	1	2	1	1	1	1	1	1
c1_AC090948.2	1	1	2	1	1	1	1	1	1
c1_AC091053.1	1	1	2	1	1	1	1	1	1
c1_AC093525.7	1	1	2	1	1	1	1	1	1
c1_AC093673.2	1	1	2	1	1	1	1	1	1
c1_AC099684.1	1	1	2	1	1	1	1	1	1
c1_AC099850.1	1	1	2	1	1	1	1	1	1
c1_AC103691.1	1	1	2	1	1	1	1	1	1
c1_AC104035.1	1	1	2	1	1	1	1	1	1
c1_AC104109.2	1	1	2	1	1	1	1	1	1
c1_AC105118.1	1	1	2	1	1	1	1	1	1
c1_AC107463.1	1	1	2	1	1	1	1	1	1
c1_AC107884.1	1	1	2	1	1	1	1	1	1
c1_AC109597.2	1	1	2	1	1	1	1	1	1
c1_AC116351.2	1	1	2	1	1	1	1	1	1
c1_AC116447.1	1	1	2	1	1	1	1	1	1
c1_AC118758.3	1	1	2	1	1	1	1	1	1
c1_AC127521.1	1	1	2	1	1	1	1	1	1
c1_AC133919.2	1	1	2	1	1	1	1	1	1
c1_AC138956.1	1	1	2	1	1	1	1	1	1
c1_AC139099.3	1	1	2	1	1	1	1	1	1
c1_AC141424.1	1	1	2	1	1	1	1	1	1
c1_AC145098.1	1	1	2	1	1	1	1	1	1
c1_AC233263.6	1	1	2	1	1	1	1	1	1
c1_ADAMTS13	1	1	2	1	1	1	1	1	1
c1_ADAMTS17	1	1	2	1	1	1	1	1	1
c1_ADM5	1	1	2	1	1	1	1	1	1
c1_AF064860.2	1	1	2	1	1	1	1	1	1
c1_AGTR1	1	1	2	1	1	1	1	1	1
c1_AKAP2	1	1	2	1	1	1	1	1	1
c1_AL031008.1	1	1	2	1	1	1	1	1	1
c1_AL033384.1	1	1	2	1	1	1	1	1	1
c1_AL034417.4	1	1	2	1	1	1	1	1	1
c1_AL078459.1	1	1	2	1	1	1	1	1	1
c1_AL109811.4	1	1	2	1	1	1	1	1	1
c1_AL132711.1	1	1	2	1	1	1	1	1	1
c1_AL133255.1	1	1	2	1	1	1	1	1	1
c1_AL136115.2	1	1	2	1	1	1	1	1	1
c1_AL136988.1	1	1	2	1	1	1	1	1	1
c1_AL137003.1	1	1	2	1	1	1	1	1	1
c1_AL139041.1	1	1	2	1	1	1	1	1	1
c1_AL139260.3	1	1	2	1	1	1	1	1	1
c1_AL139397.1	1	1	2	1	1	1	1	1	1
c1_AL162431.2	1	1	2	1	1	1	1	1	1
c1_AL162586.1	1	1	2	1	1	1	1	1	1
c1_AL353759.1	1	1	2	1	1	1	1	1	1
c1_AL354892.2	1	1	2	1	1	1	1	1	1
c1_AL355297.4	1	1	2	1	1	1	1	1	1
c1_AL355340.1	1	1	2	1	1	1	1	1	1
c1_AL355385.1	1	1	2	1	1	1	1	1	1
c1_AL358216.1	1	1	2	1	1	1	1	1	1
c1_AL359198.1	1	1	2	1	1	1	1	1	1
c1_AL359853.1	1	1	2	1	1	1	1	1	1
c1_AL360004.1	1	1	2	1	1	1	1	1	1
c1_AL360181.2	1	1	2	1	1	1	1	1	1
c1_AL360219.1	1	1	2	1	1	1	1	1	1
c1_AL391121.1	1	1	2	1	1	1	1	1	1
c1_AL583824.1	1	1	2	1	1	1	1	1	1
c1_AL589826.2	1	1	2	1	1	1	1	1	1
c1_AL590999.1	1	1	2	1	1	1	1	1	1
c1_AL731566.2	1	1	2	1	1	1	1	1	1
c1_ALDH8A1	1	1	2	1	1	1	1	1	1
c1_AMT	1	1	2	1	1	1	1	1	1
c1_ANKRD1	1	1	2	1	1	1	1	1	1
c1_AP000487.2	1	1	2	1	1	1	1	1	1
c1_AP000654.1	1	1	2	1	1	1	1	1	1
c1_AP000695.2	1	1	2	1	1	1	1	1	1
c1_AP000892.1	1	1	2	1	1	1	1	1	1
c1_AP001453.2	1	1	2	1	1	1	1	1	1
c1_AP001528.1	1	1	2	1	1	1	1	1	1
c1_AP002478.1	1	1	2	1	1	1	1	1	1
c1_AP003171.3	1	1	2	1	1	1	1	1	1
c1_AP006623.1	1	1	2	1	1	1	1	1	1
c1_AP1S3	1	1	2	1	1	1	1	1	1
c1_ASB15	1	1	2	1	1	1	1	1	1
c1_ATG9A	1	1	2	1	1	1	1	1	1
c1_ATP5MF-PTCD1	1	1	2	1	1	1	1	1	1
c1_ATP8B1	1	1	2	1	1	1	1	1	1
c1_BMP8A	1	1	2	1	1	1	1	1	1
c1_C12orf60	1	1	2	1	1	1	1	1	1
c1_C3AR1	1	1	2	1	1	1	1	1	1
c1_C3orf52	1	1	2	1	1	1	1	1	1
c1_C6orf141	1	1	2	1	1	1	1	1	1
c1_CARD9	1	1	2	1	1	1	1	1	1
c1_CASS4	1	1	2	1	1	1	1	1	1
c1_CCDC87	1	1	2	1	1	1	1	1	1
c1_CEBPE	1	1	2	1	1	1	1	1	1
c1_CKMT2	1	1	2	1	1	1	1	1	1
c1_CLEC19A	1	1	2	1	1	1	1	1	1
c1_CLIC2	1	1	2	1	1	1	1	1	1
c1_CNTD2	1	1	2	1	1	1	1	1	1
c1_CNTN4-AS1	1	1	2	1	1	1	1	1	1
c1_COL11A2	1	1	2	1	1	1	1	1	1
c1_COL24A1	1	1	2	1	1	1	1	1	1
c1_COL4A4	1	1	2	1	1	1	1	1	1
c1_COL7A1	1	1	2	1	1	1	1	1	1
c1_CPO	1	1	2	1	1	1	1	1	1
c1_CR559946.2	1	1	2	1	1	1	1	1	1
c1_CTAGE6	1	1	2	1	1	1	1	1	1
c1_CXCL13	1	1	2	1	1	1	1	1	1
c1_CYP27B1	1	1	2	1	1	1	1	1	1
c1_CYP2E1	1	1	2	1	1	1	1	1	1
c1_CYP3A7	1	1	2	1	1	1	1	1	1
c1_DENND6A-DT	1	1	2	1	1	1	1	1	1
c1_DND1	1	1	2	1	1	1	1	1	1
c1_EAF1-AS1	1	1	2	1	1	1	1	1	1
c1_EDN1	1	1	2	1	1	1	1	1	1
c1_EFCAB13	1	1	2	1	1	1	1	1	1
c1_ERCC5	1	1	2	1	1	1	1	1	1
c1_FAM189A2	1	1	2	1	1	1	1	1	1
c1_FAM220A	1	1	2	1	1	1	1	1	1
c1_FBXO44	1	1	2	1	1	1	1	1	1
c1_FLJ45513	1	1	2	1	1	1	1	1	1
c1_FOXH1	1	1	2	1	1	1	1	1	1
c1_FOXJ2	1	1	2	1	1	1	1	1	1
c1_FSCN2	1	1	2	1	1	1	1	1	1
c1_G2E3-AS1	1	1	2	1	1	1	1	1	1
c1_GAS8	1	1	2	1	1	1	1	1	1
c1_GFI1B	1	1	2	1	1	1	1	1	1
c1_GPT	1	1	2	1	1	1	1	1	1
c1_GRB14	1	1	2	1	1	1	1	1	1
c1_HGFAC	1	1	2	1	1	1	1	1	1
c1_HIST3H2BB	1	1	2	1	1	1	1	1	1
c1_IFI30	1	1	2	1	1	1	1	1	1
c1_IGFALS	1	1	2	1	1	1	1	1	1
c1_IGFL4	1	1	2	1	1	1	1	1	1
c1_IQCA1-AS1	1	1	2	1	1	1	1	1	1
c1_JSRP1	1	1	2	1	1	1	1	1	1
c1_KCNG2	1	1	2	1	1	1	1	1	1
c1_KCNMA1-AS1	1	1	2	1	1	1	1	1	1
c1_KCNMA1-AS3	1	1	2	1	1	1	1	1	1
c1_KLK1	1	1	2	1	1	1	1	1	1
c1_KLRC1	1	1	2	1	1	1	1	1	1
c1_LAMC2	1	1	2	1	1	1	1	1	1
c1_LILRA2	1	1	2	1	1	1	1	1	1
c1_LINC-ROR	1	1	2	1	1	1	1	1	1
c1_LINC00347	1	1	2	1	1	1	1	1	1
c1_LINC00578	1	1	2	1	1	1	1	1	1
c1_LINC00629	1	1	2	1	1	1	1	1	1
c1_LINC00630	1	1	2	1	1	1	1	1	1
c1_LINC00857	1	1	2	1	1	1	1	1	1
c1_LINC01004	1	1	2	1	1	1	1	1	1
c1_LINC01132	1	1	2	1	1	1	1	1	1
c1_LINC01191	1	1	2	1	1	1	1	1	1
c1_LINC01209	1	1	2	1	1	1	1	1	1
c1_LINC01220	1	1	2	1	1	1	1	1	1
c1_LINC01354	1	1	2	1	1	1	1	1	1
c1_LINC01389	1	1	2	1	1	1	1	1	1
c1_LINC01411	1	1	2	1	1	1	1	1	1
c1_LINC01934	1	1	2	1	1	1	1	1	1
c1_LINC01936	1	1	2	1	1	1	1	1	1
c1_LINC02067	1	1	2	1	1	1	1	1	1
c1_LINC02073	1	1	2	1	1	1	1	1	1
c1_LINC02158	1	1	2	1	1	1	1	1	1
c1_LINC02256	1	1	2	1	1	1	1	1	1
c1_LINC02288	1	1	2	1	1	1	1	1	1
c1_LINC02367	1	1	2	1	1	1	1	1	1
c1_LINC02487	1	1	2	1	1	1	1	1	1
c1_LINC02497	1	1	2	1	1	1	1	1	1
c1_LINC02519	1	1	2	1	1	1	1	1	1
c1_LONRF2	1	1	2	1	1	1	1	1	1
c1_LTBP2	1	1	2	1	1	1	1	1	1
c1_LY96	1	1	2	1	1	1	1	1	1
c1_MAFA-AS1	1	1	2	1	1	1	1	1	1
c1_MAMDC2	1	1	2	1	1	1	1	1	1
c1_MAN1B1-DT	1	1	2	1	1	1	1	1	1
c1_MAP3K7CL	1	1	2	1	1	1	1	1	1
c1_MMP19	1	1	2	1	1	1	1	1	1
c1_MMP21	1	1	2	1	1	1	1	1	1
c1_MYO5B	1	1	2	1	1	1	1	1	1
c1_NCKAP5	1	1	2	1	1	1	1	1	1
c1_NGF	1	1	2	1	1	1	1	1	1
c1_NKILA	1	1	2	1	1	1	1	1	1
c1_NOMO3	1	1	2	1	1	1	1	1	1
c1_NPIPB6	1	1	2	1	1	1	1	1	1
c1_NR2E3	1	1	2	1	1	1	1	1	1
c1_NTN4	1	1	2	1	1	1	1	1	1
c1_NTNG1	1	1	2	1	1	1	1	1	1
c1_OGFR-AS1	1	1	2	1	1	1	1	1	1
c1_OLFML1	1	1	2	1	1	1	1	1	1
c1_OTUD6A	1	1	2	1	1	1	1	1	1
c1_P2RY13	1	1	2	1	1	1	1	1	1
c1_PABPC3	1	1	2	1	1	1	1	1	1
c1_PCDHGA5	1	1	2	1	1	1	1	1	1
c1_PIK3IP1-AS1	1	1	2	1	1	1	1	1	1
c1_PITX1	1	1	2	1	1	1	1	1	1
c1_POTEE	1	1	2	1	1	1	1	1	1
c1_PPP4R1-AS1	1	1	2	1	1	1	1	1	1
c1_PRSS12	1	1	2	1	1	1	1	1	1
c1_PSORS1C1	1	1	2	1	1	1	1	1	1
c1_PTGER4	1	1	2	1	1	1	1	1	1
c1_RAB2A	1	1	2	1	1	1	1	1	1
c1_RAB40AL	1	1	2	1	1	1	1	1	1
c1_RASD1	1	1	2	1	1	1	1	1	1
c1_RCSD1	1	1	2	1	1	1	1	1	1
c1_RHBDL2	1	1	2	1	1	1	1	1	1
c1_RHOU	1	1	2	1	1	1	1	1	1
c1_S100A1	1	1	2	1	1	1	1	1	1
c1_SALRNA2	1	1	2	1	1	1	1	1	1
c1_SCART1	1	1	2	1	1	1	1	1	1
c1_SLC35E4	1	1	2	1	1	1	1	1	1
c1_SLC35G6	1	1	2	1	1	1	1	1	1
c1_SLC45A3	1	1	2	1	1	1	1	1	1
c1_SLC6A19	1	1	2	1	1	1	1	1	1
c1_SLFNL1	1	1	2	1	1	1	1	1	1
c1_SMAD1-AS1	1	1	2	1	1	1	1	1	1
c1_SNAI2	1	1	2	1	1	1	1	1	1
c1_SPATA12	1	1	2	1	1	1	1	1	1
c1_SPINK13	1	1	2	1	1	1	1	1	1
c1_SPINT1	1	1	2	1	1	1	1	1	1
c1_SRD5A2	1	1	2	1	1	1	1	1	1
c1_SRPX	1	1	2	1	1	1	1	1	1
c1_STBD1	1	1	2	1	1	1	1	1	1
c1_SVEP1	1	1	2	1	1	1	1	1	1
c1_SYNPR	1	1	2	1	1	1	1	1	1
c1_TAS2R20	1	1	2	1	1	1	1	1	1
c1_TBC1D10C	1	1	2	1	1	1	1	1	1
c1_TBC1D29	1	1	2	1	1	1	1	1	1
c1_TBC1D3L	1	1	2	1	1	1	1	1	1
c1_TBC1D8-AS1	1	1	2	1	1	1	1	1	1
c1_TBX19	1	1	2	1	1	1	1	1	1
c1_TES	1	1	2	1	1	1	1	1	1
c1_TEX29	1	1	2	1	1	1	1	1	1
c1_TNFRSF8	1	1	2	1	1	1	1	1	1
c1_TNK1	1	1	2	1	1	1	1	1	1
c1_TRPV1	1	1	2	1	1	1	1	1	1
c1_TSNARE1	1	1	2	1	1	1	1	1	1
c1_TYW1B	1	1	2	1	1	1	1	1	1
c1_U52111.1	1	1	2	1	1	1	1	1	1
c1_UCHL1-AS1	1	1	2	1	1	1	1	1	1
c1_ULBP1	1	1	2	1	1	1	1	1	1
c1_UPK3B	1	1	2	1	1	1	1	1	1
c1_VXN	1	1	2	1	1	1	1	1	1
c1_WDR97	1	1	2	1	1	1	1	1	1
c1_WNT7B	1	1	2	1	1	1	1	1	1
c1_ZNF142	1	1	2	1	1	1	1	1	1
c1_ZNF23	1	1	2	1	1	1	1	1	1
c1_ZNF283	1	1	2	1	1	1	1	1	1
c1_ZNF319	1	1	2	1	1	1	1	1	1
c1_ZNF536	1	1	2	1	1	1	1	1	1
c1_ZNF559-ZNF177	1	1	2	1	1	1	1	1	1
c1_ZNF707	1	1	2	1	1	1	1	1	1
c1_ZNF878	1	1	2	1	1	1	1	1	1
DUMMY55	-100	-100	-100	-100	-100	-100	-100	-100	-100
c1_ABCB4	1	1	1	1	1	2	2	2	1
c1_LRRC8B	1	1	1	1	1	2	2	2	1
c1_AC106900.2	1	1	1	1	1	2	2	2	1
c1_LYL1	1	1	1	1	1	2	2	2	1
c1_AC008946.1	1	1	1	1	1	2	2	2	1
c1_MCPH1-AS1	1	1	1	1	1	2	2	2	1
c1_AC005837.1	1	1	1	1	1	2	2	2	1
c1_PRRG4	1	1	1	1	1	2	2	2	1
c1_AC009630.2	1	1	1	1	1	2	2	2	1
c1_PSMB8-AS1	1	1	1	1	1	2	2	2	1
c1_ELF3	1	1	1	1	1	2	2	2	1
c1_TMEM37	1	1	1	1	1	2	2	2	1
c1_TNFRSF13C	1	1	1	1	1	2	2	2	1
c1_ELOVL2	1	1	1	1	1	2	2	2	1
c1_CIT	1	1	1	1	1	2	2	2	1
c1_RAD51	1	1	1	1	1	2	2	2	1
c1_AC023157.3	1	1	1	1	1	2	2	2	1
c1_MYOCD	1	1	1	1	1	2	2	2	1
c1_CLDN19	1	1	1	1	1	2	2	2	1
c1_RELT	1	1	1	1	1	2	2	2	1
c1_CRTC3-AS1	1	1	1	1	1	2	2	2	1
c1_SMOC1	1	1	1	1	1	2	2	2	1
c1_CLEC3A	1	1	1	1	1	2	2	2	1
c1_SGTB	1	1	1	1	1	2	2	2	1
c1_AIF1L	1	1	1	1	1	2	2	2	1
c1_TMEM220-AS1	1	1	1	1	1	2	2	2	1
c1_TRAF5	1	1	1	1	1	2	2	2	1
c1_ENHO	1	1	1	1	1	2	2	2	1
c1_AC012447.1	1	1	1	1	1	2	2	2	1
c1_ANKRD35	1	1	1	1	1	2	2	2	1
c1_KIAA1217	1	1	1	1	1	2	2	2	1
c1_HVCN1	1	1	1	1	1	2	2	2	1
c1_ANKRD18B	1	1	1	1	1	2	2	2	1
c1_AL391097.1	1	1	1	1	1	2	2	2	1
c1_FAM72D	1	1	1	1	1	2	2	2	1
c1_USP31	1	1	1	1	1	2	2	2	1
c1_TP53I11	1	1	1	1	1	2	2	2	1
c1_FAM198A	1	1	1	1	1	2	2	2	1
c1_SLC47A1	1	1	1	1	1	2	2	2	1
c1_CLMN	1	1	1	1	1	2	2	2	1
c1_THPO	1	1	1	1	1	2	2	2	1
c1_CYSRT1	1	1	1	1	1	2	2	2	1
c1_LINC02550	1	1	1	1	1	2	2	2	1
c1_AC008622.2	1	1	1	1	1	2	2	2	1
c1_OAS1	1	1	1	1	1	2	2	2	1
c1_CATSPERD	1	1	1	1	1	2	2	2	1
c1_PKN2-AS1	1	1	1	1	1	2	2	2	1
c1_CDC7	1	1	1	1	1	2	2	2	1
c1_FOS	1	1	1	1	1	2	2	2	1
c1_UCK2	1	1	1	1	1	2	2	2	1
