Gene	c2	c4	c3	Anc3	Anc2	c1	c5	Anc4	Anc1
c1_CENPH	2	2	2	2	2	3	3	3	3
c1_CENPK	2	2	2	2	2	3	3	3	3
c1_CENPM	2	2	2	2	2	3	3	3	3
c1_CENPN	2	2	2	2	2	3	3	3	3
c1_CENPP	2	2	2	2	2	3	3	3	3
c1_CENPQ	2	2	2	2	2	3	3	3	3
c1_CENPU	2	2	2	2	2	3	3	3	3
c1_CEP55	2	2	2	2	2	3	3	3	3
c1_CHEK2	2	2	2	2	2	3	3	3	3
c1_CIP2A	2	2	2	2	2	3	3	3	3
c1_CKAP2L	2	2	2	2	2	3	3	3	3
c1_CKS2	2	2	2	2	2	3	3	3	3
c1_CLSPN	2	2	2	2	2	3	3	3	3
c1_CNFN	2	2	2	2	2	3	3	3	3
c1_COL9A1	2	2	2	2	2	3	3	3	3
c1_CPT1A	2	2	2	2	2	3	3	3	3
c1_CPXM1	2	2	2	2	2	3	3	3	3
c1_CSPG4	2	2	2	2	2	3	3	3	3
c1_CTNNAL1	2	2	2	2	2	3	3	3	3
c1_CTSV	2	2	2	2	2	3	3	3	3
c1_CX3CL1	2	2	2	2	2	3	3	3	3
c1_DDIAS	2	2	2	2	2	3	3	3	3
c1_DDX54	2	2	2	2	2	3	3	3	3
c1_DNAAF5	2	2	2	2	2	3	3	3	3
c1_DPPA4	2	2	2	2	2	3	3	3	3
c1_DSCC1	2	2	2	2	2	3	3	3	3
c1_DSN1	2	2	2	2	2	3	3	3	3
c1_DTL	2	2	2	2	2	3	3	3	3
c1_E2F1	2	2	2	2	2	3	3	3	3
c1_EAF2	2	2	2	2	2	3	3	3	3
c1_ECT2	2	2	2	2	2	3	3	3	3
c1_EFS	2	2	2	2	2	3	3	3	3
c1_EME1	2	2	2	2	2	3	3	3	3
c1_EMP2	2	2	2	2	2	3	3	3	3
c1_FAM129A	2	2	2	2	2	3	3	3	3
c1_FANCB	2	2	2	2	2	3	3	3	3
c1_FANCD2	2	2	2	2	2	3	3	3	3
c1_FANCI	2	2	2	2	2	3	3	3	3
c1_FBXO5	2	2	2	2	2	3	3	3	3
c1_FGD3	2	2	2	2	2	3	3	3	3
c1_FOXM1	2	2	2	2	2	3	3	3	3
c1_FST	2	2	2	2	2	3	3	3	3
c1_GAS7	2	2	2	2	2	3	3	3	3
c1_GINS4	2	2	2	2	2	3	3	3	3
c1_GPR143	2	2	2	2	2	3	3	3	3
c1_GTSE1	2	2	2	2	2	3	3	3	3
c1_H2AFX	2	2	2	2	2	3	3	3	3
c1_HAUS8	2	2	2	2	2	3	3	3	3
c1_HIST1H1B	2	2	2	2	2	3	3	3	3
c1_HJURP	2	2	2	2	2	3	3	3	3
c1_HKDC1	2	2	2	2	2	3	3	3	3
c1_HMGB2	2	2	2	2	2	3	3	3	3
c1_HMSD	2	2	2	2	2	3	3	3	3
c1_HTRA3	2	2	2	2	2	3	3	3	3
c1_IP6K3	2	2	2	2	2	3	3	3	3
c1_IRF1	2	2	2	2	2	3	3	3	3
c1_KIF11	2	2	2	2	2	3	3	3	3
c1_KIF14	2	2	2	2	2	3	3	3	3
c1_KIF15	2	2	2	2	2	3	3	3	3
c1_KIF18A	2	2	2	2	2	3	3	3	3
c1_KIF4A	2	2	2	2	2	3	3	3	3
c1_KIFC1	2	2	2	2	2	3	3	3	3
c1_KNL1	2	2	2	2	2	3	3	3	3
c1_LINC00488	2	2	2	2	2	3	3	3	3
c1_LLGL2	2	2	2	2	2	3	3	3	3
c1_LRR1	2	2	2	2	2	3	3	3	3
c1_MAD2L1	2	2	2	2	2	3	3	3	3
c1_MCM10	2	2	2	2	2	3	3	3	3
c1_MCM2	2	2	2	2	2	3	3	3	3
c1_MCM5	2	2	2	2	2	3	3	3	3
c1_MCM7	2	2	2	2	2	3	3	3	3
c1_MCUB	2	2	2	2	2	3	3	3	3
c1_MDK	2	2	2	2	2	3	3	3	3
c1_MELK	2	2	2	2	2	3	3	3	3
c1_MFAP2	2	2	2	2	2	3	3	3	3
c1_MFAP4	2	2	2	2	2	3	3	3	3
c1_MGME1	2	2	2	2	2	3	3	3	3
c1_MICALL2	2	2	2	2	2	3	3	3	3
c1_MIS18BP1	2	2	2	2	2	3	3	3	3
c1_MKI67	2	2	2	2	2	3	3	3	3
c1_MND1	2	2	2	2	2	3	3	3	3
c1_MT-CO1	2	2	2	2	2	3	3	3	3
c1_MT-CO3	2	2	2	2	2	3	3	3	3
c1_MT-ND3	2	2	2	2	2	3	3	3	3
c1_MT-ND6	2	2	2	2	2	3	3	3	3
c1_MTFR2	2	2	2	2	2	3	3	3	3
c1_MTRNR2L12	2	2	2	2	2	3	3	3	3
c1_MTRNR2L8	2	2	2	2	2	3	3	3	3
c1_MYBL2	2	2	2	2	2	3	3	3	3
c1_NALT1	2	2	2	2	2	3	3	3	3
c1_NDC80	2	2	2	2	2	3	3	3	3
c1_NEK2	2	2	2	2	2	3	3	3	3
c1_NEMP1	2	2	2	2	2	3	3	3	3
c1_NTPCR	2	2	2	2	2	3	3	3	3
c1_NUAK2	2	2	2	2	2	3	3	3	3
c1_NUDT1	2	2	2	2	2	3	3	3	3
c1_NUF2	2	2	2	2	2	3	3	3	3
c1_NUSAP1	2	2	2	2	2	3	3	3	3
c1_OIP5	2	2	2	2	2	3	3	3	3
c1_ORC6	2	2	2	2	2	3	3	3	3
c1_PBK	2	2	2	2	2	3	3	3	3
c1_PCLAF	2	2	2	2	2	3	3	3	3
c1_PHGDH	2	2	2	2	2	3	3	3	3
c1_PKMYT1	2	2	2	2	2	3	3	3	3
c1_PLEKHG6	2	2	2	2	2	3	3	3	3
c1_POC1A	2	2	2	2	2	3	3	3	3
c1_POU3F4	2	2	2	2	2	3	3	3	3
c1_PRELID2	2	2	2	2	2	3	3	3	3
c1_PSAT1	2	2	2	2	2	3	3	3	3
c1_PTTG1	2	2	2	2	2	3	3	3	3
c1_RAB11FIP1	2	2	2	2	2	3	3	3	3
c1_RAD51AP1	2	2	2	2	2	3	3	3	3
c1_RAD51C	2	2	2	2	2	3	3	3	3
c1_RARRES2	2	2	2	2	2	3	3	3	3
c1_RBPMS2	2	2	2	2	2	3	3	3	3
c1_RECQL4	2	2	2	2	2	3	3	3	3
c1_RMI2	2	2	2	2	2	3	3	3	3
c1_RPRML	2	2	2	2	2	3	3	3	3
c1_RRM2	2	2	2	2	2	3	3	3	3
c1_RTKN2	2	2	2	2	2	3	3	3	3
c1_RUNX2	2	2	2	2	2	3	3	3	3
c1_SALL4	2	2	2	2	2	3	3	3	3
c1_SCARA3	2	2	2	2	2	3	3	3	3
c1_SESN2	2	2	2	2	2	3	3	3	3
c1_SGO1	2	2	2	2	2	3	3	3	3
c1_SHCBP1	2	2	2	2	2	3	3	3	3
c1_SHMT1	2	2	2	2	2	3	3	3	3
c1_SHMT2	2	2	2	2	2	3	3	3	3
c1_SLC25A21	2	2	2	2	2	3	3	3	3
c1_SLC29A1	2	2	2	2	2	3	3	3	3
c1_SLC38A3	2	2	2	2	2	3	3	3	3
c1_SLC52A1	2	2	2	2	2	3	3	3	3
c1_SMC4	2	2	2	2	2	3	3	3	3
c1_SMIM3	2	2	2	2	2	3	3	3	3
c1_SNRPB	2	2	2	2	2	3	3	3	3
c1_SPAG5	2	2	2	2	2	3	3	3	3
c1_SPC24	2	2	2	2	2	3	3	3	3
c1_STIL	2	2	2	2	2	3	3	3	3
c1_SYNJ2	2	2	2	2	2	3	3	3	3
c1_TGFBR3	2	2	2	2	2	3	3	3	3
c1_TGM2	2	2	2	2	2	3	3	3	3
c1_TK1	2	2	2	2	2	3	3	3	3
c1_TMEM220	2	2	2	2	2	3	3	3	3
c1_TMEM92	2	2	2	2	2	3	3	3	3
c1_TNFSF10	2	2	2	2	2	3	3	3	3
c1_TNNT3	2	2	2	2	2	3	3	3	3
c1_TOP2A	2	2	2	2	2	3	3	3	3
c1_TPX2	2	2	2	2	2	3	3	3	3
c1_TRIM59	2	2	2	2	2	3	3	3	3
c1_TRIP13	2	2	2	2	2	3	3	3	3
c1_TUBA1B	2	2	2	2	2	3	3	3	3
c1_UBE2C	2	2	2	2	2	3	3	3	3
c1_VSIR	2	2	2	2	2	3	3	3	3
c1_XRCC2	2	2	2	2	2	3	3	3	3
c1_ZWINT	2	2	2	2	2	3	3	3	3
DUMMY51	-100	-100	-100	-100	-100	-100	-100	-100	-100
c1_AC002429.2	2	1	1	1	2	2	2	2	2
c1_UMODL1	2	1	1	1	2	2	2	2	2
c1_WDR86	2	1	1	1	2	2	2	2	2
c1_EYA4	2	1	1	1	2	2	2	2	2
c1_ACKR1	2	1	1	1	2	2	2	2	2
c1_SRL	2	1	1	1	2	2	2	2	2
c1_AC006012.1	2	1	1	1	2	2	2	2	2
c1_THRSP	2	1	1	1	2	2	2	2	2
c1_AL031283.1	2	1	1	1	2	2	2	2	2
c1_UPK3A	2	1	1	1	2	2	2	2	2
c1_TMEM173	2	1	1	1	2	2	2	2	2
c1_DNAJC9-AS1	2	1	1	1	2	2	2	2	2
c1_ADCK2	2	1	1	1	2	2	2	2	2
c1_TMPRSS5	2	1	1	1	2	2	2	2	2
c1_AC015982.1	2	1	1	1	2	2	2	2	2
c1_MED12L	2	1	1	1	2	2	2	2	2
c1_METTL24	2	1	1	1	2	2	2	2	2
c1_ANKK1	2	1	1	1	2	2	2	2	2
c1_AC013271.1	2	1	1	1	2	2	2	2	2
c1_SPSB4	2	1	1	1	2	2	2	2	2
c1_CLIC6	2	1	1	1	2	2	2	2	2
c1_ST3GAL6	2	1	1	1	2	2	2	2	2
c1_CLDN5	2	1	1	1	2	2	2	2	2
c1_STC1	2	1	1	1	2	2	2	2	2
c1_AC005920.1	2	1	1	1	2	2	2	2	2
c1_AL354977.2	2	1	1	1	2	2	2	2	2
c1_SLC49A3	2	1	1	1	2	2	2	2	2
c1_AC025423.4	2	1	1	1	2	2	2	2	2
c1_AL445231.1	2	1	1	1	2	2	2	2	2
c1_FAM72B	2	1	1	1	2	2	2	2	2
c1_ZBED6	2	1	1	1	2	2	2	2	2
c1_WWC2-AS2	2	1	1	1	2	2	2	2	2
c1_AC073655.1	2	1	1	1	2	2	2	2	2
c1_AL603756.1	2	1	1	1	2	2	2	2	2
c1_SLC29A4	2	1	1	1	2	2	2	2	2
c1_ZNF280B	2	1	1	1	2	2	2	2	2
c1_AL136979.1	2	1	1	1	2	2	2	2	2
c1_AL627171.2	2	1	1	1	2	2	2	2	2
c1_M1AP	2	1	1	1	2	2	2	2	2
c1_AL662884.4	2	1	1	1	2	2	2	2	2
c1_SERPINA5	2	1	1	1	2	2	2	2	2
c1_CALCA	2	1	1	1	2	2	2	2	2
c1_AL683807.1	2	1	1	1	2	2	2	2	2
c1_SCT	2	1	1	1	2	2	2	2	2
c1_AC116049.2	2	1	1	1	2	2	2	2	2
c1_ALOX15	2	1	1	1	2	2	2	2	2
c1_RPA4	2	1	1	1	2	2	2	2	2
c1_C2orf15	2	1	1	1	2	2	2	2	2
c1_HAUS7	2	1	1	1	2	2	2	2	2
c1_RCVRN	2	1	1	1	2	2	2	2	2
c1_ARID3B	2	1	1	1	2	2	2	2	2
c1_HIPK1-AS1	2	1	1	1	2	2	2	2	2
c1_RARRES1	2	1	1	1	2	2	2	2	2
c1_RAB42	2	1	1	1	2	2	2	2	2
c1_HOXA1	2	1	1	1	2	2	2	2	2
c1_PRR34-AS1	2	1	1	1	2	2	2	2	2
c1_PLEKHA2	2	1	1	1	2	2	2	2	2
c1_HOXA5	2	1	1	1	2	2	2	2	2
c1_PELI2	2	1	1	1	2	2	2	2	2
c1_OLIG3	2	1	1	1	2	2	2	2	2
c1_HOXB5	2	1	1	1	2	2	2	2	2
c1_HOXB8	2	1	1	1	2	2	2	2	2
c1_HOXD-AS2	2	1	1	1	2	2	2	2	2
c1_LEKR1	2	1	1	1	2	2	2	2	2
c1_LINC00638	2	1	1	1	2	2	2	2	2
c1_LINC01956	2	1	1	1	2	2	2	2	2
c1_LINC02381	2	1	1	1	2	2	2	2	2
c1_HOXB6	2	1	1	1	2	2	2	2	2
c1_MYRF	2	1	1	1	2	2	2	2	2
c1_AC097634.1	2	1	1	1	2	2	2	2	2
DUMMY52	-100	-100	-100	-100	-100	-100	-100	-100	-100
c1_ABCA7	1	1	1	1	1	1	2	1	1
c1_ABCB6	1	1	1	1	1	1	2	1	1
c1_AC000068.2	1	1	1	1	1	1	2	1	1
c1_AC002310.2	1	1	1	1	1	1	2	1	1
c1_AC002553.2	1	1	1	1	1	1	2	1	1
c1_AC003070.2	1	1	1	1	1	1	2	1	1
c1_AC003986.3	1	1	1	1	1	1	2	1	1
c1_AC004257.1	1	1	1	1	1	1	2	1	1
c1_AC004477.3	1	1	1	1	1	1	2	1	1
c1_AC004594.1	1	1	1	1	1	1	2	1	1
c1_AC004943.1	1	1	1	1	1	1	2	1	1
c1_AC004943.3	1	1	1	1	1	1	2	1	1
c1_AC005162.3	1	1	1	1	1	1	2	1	1
c1_AC005329.1	1	1	1	1	1	1	2	1	1
c1_AC005339.1	1	1	1	1	1	1	2	1	1
c1_AC005670.2	1	1	1	1	1	1	2	1	1
c1_AC005899.1	1	1	1	1	1	1	2	1	1
c1_AC006213.1	1	1	1	1	1	1	2	1	1
c1_AC006254.1	1	1	1	1	1	1	2	1	1
c1_AC007292.3	1	1	1	1	1	1	2	1	1
c1_AC007681.1	1	1	1	1	1	1	2	1	1
c1_AC008074.3	1	1	1	1	1	1	2	1	1
c1_AC008543.1	1	1	1	1	1	1	2	1	1
c1_AC008549.2	1	1	1	1	1	1	2	1	1
c1_AC008906.2	1	1	1	1	1	1	2	1	1
c1_AC009021.1	1	1	1	1	1	1	2	1	1
c1_AC009118.2	1	1	1	1	1	1	2	1	1
c1_AC009171.2	1	1	1	1	1	1	2	1	1
c1_AC010186.1	1	1	1	1	1	1	2	1	1
c1_AC010491.1	1	1	1	1	1	1	2	1	1
c1_AC010525.1	1	1	1	1	1	1	2	1	1
c1_AC011773.1	1	1	1	1	1	1	2	1	1
c1_AC012065.3	1	1	1	1	1	1	2	1	1
c1_AC012073.1	1	1	1	1	1	1	2	1	1
c1_AC012485.3	1	1	1	1	1	1	2	1	1
c1_AC013400.1	1	1	1	1	1	1	2	1	1
c1_AC015727.1	1	1	1	1	1	1	2	1	1
c1_AC015818.2	1	1	1	1	1	1	2	1	1
c1_AC015936.1	1	1	1	1	1	1	2	1	1
c1_AC016596.1	1	1	1	1	1	1	2	1	1
c1_AC018362.1	1	1	1	1	1	1	2	1	1
c1_AC018781.1	1	1	1	1	1	1	2	1	1
c1_AC022400.7	1	1	1	1	1	1	2	1	1
c1_AC024884.2	1	1	1	1	1	1	2	1	1
c1_AC025048.4	1	1	1	1	1	1	2	1	1
c1_AC025575.2	1	1	1	1	1	1	2	1	1
c1_AC026333.4	1	1	1	1	1	1	2	1	1
c1_AC046143.1	1	1	1	1	1	1	2	1	1
c1_AC055713.1	1	1	1	1	1	1	2	1	1
c1_AC055811.1	1	1	1	1	1	1	2	1	1
c1_AC063979.2	1	1	1	1	1	1	2	1	1
c1_AC067750.1	1	1	1	1	1	1	2	1	1
c1_AC067930.3	1	1	1	1	1	1	2	1	1
c1_AC068490.1	1	1	1	1	1	1	2	1	1
c1_AC072062.1	1	1	1	1	1	1	2	1	1
c1_AC079922.2	1	1	1	1	1	1	2	1	1
c1_AC084018.2	1	1	1	1	1	1	2	1	1
c1_AC084082.1	1	1	1	1	1	1	2	1	1
c1_AC087623.1	1	1	1	1	1	1	2	1	1
c1_AC090772.1	1	1	1	1	1	1	2	1	1
c1_AC090912.1	1	1	1	1	1	1	2	1	1
c1_AC091057.4	1	1	1	1	1	1	2	1	1
c1_AC091057.6	1	1	1	1	1	1	2	1	1
c1_AC091153.3	1	1	1	1	1	1	2	1	1
c1_AC092574.1	1	1	1	1	1	1	2	1	1
c1_AC092587.1	1	1	1	1	1	1	2	1	1
c1_AC093525.3	1	1	1	1	1	1	2	1	1
c1_AC093797.1	1	1	1	1	1	1	2	1	1
c1_AC096564.1	1	1	1	1	1	1	2	1	1
c1_AC096564.2	1	1	1	1	1	1	2	1	1
c1_AC096734.2	1	1	1	1	1	1	2	1	1
c1_AC097381.1	1	1	1	1	1	1	2	1	1
c1_AC097641.2	1	1	1	1	1	1	2	1	1
c1_AC099791.3	1	1	1	1	1	1	2	1	1
c1_AC103724.3	1	1	1	1	1	1	2	1	1
c1_AC104051.2	1	1	1	1	1	1	2	1	1
c1_AC104135.1	1	1	1	1	1	1	2	1	1
c1_AC104964.1	1	1	1	1	1	1	2	1	1
c1_AC106820.2	1	1	1	1	1	1	2	1	1
c1_AC108134.2	1	1	1	1	1	1	2	1	1
c1_AC110015.1	1	1	1	1	1	1	2	1	1
c1_AC110023.1	1	1	1	1	1	1	2	1	1
c1_AC114271.1	1	1	1	1	1	1	2	1	1
c1_AC114760.2	1	1	1	1	1	1	2	1	1
c1_AC120114.1	1	1	1	1	1	1	2	1	1
c1_AC121761.1	1	1	1	1	1	1	2	1	1
c1_AC123912.2	1	1	1	1	1	1	2	1	1
c1_AC130456.2	1	1	1	1	1	1	2	1	1
c1_AC136443.3	1	1	1	1	1	1	2	1	1
c1_AC138969.1	1	1	1	1	1	1	2	1	1
c1_AC139887.4	1	1	1	1	1	1	2	1	1
c1_AC141586.2	1	1	1	1	1	1	2	1	1
c1_AC145422.1	1	1	1	1	1	1	2	1	1
c1_AC233976.1	1	1	1	1	1	1	2	1	1
c1_AC242988.1	1	1	1	1	1	1	2	1	1
c1_AC243562.3	1	1	1	1	1	1	2	1	1
c1_ADAMTS8	1	1	1	1	1	1	2	1	1
c1_ADAMTS9-AS1	1	1	1	1	1	1	2	1	1
c1_ADCY3	1	1	1	1	1	1	2	1	1
c1_ADGRF1	1	1	1	1	1	1	2	1	1
c1_ADPRH	1	1	1	1	1	1	2	1	1
c1_AL009176.1	1	1	1	1	1	1	2	1	1
c1_AL022238.4	1	1	1	1	1	1	2	1	1
c1_AL023803.1	1	1	1	1	1	1	2	1	1
c1_AL035461.2	1	1	1	1	1	1	2	1	1
c1_AL035587.1	1	1	1	1	1	1	2	1	1
c1_AL049780.1	1	1	1	1	1	1	2	1	1
c1_AL049840.2	1	1	1	1	1	1	2	1	1
c1_AL118506.1	1	1	1	1	1	1	2	1	1
c1_AL121983.1	1	1	1	1	1	1	2	1	1
c1_AL121987.2	1	1	1	1	1	1	2	1	1
c1_AL133367.1	1	1	1	1	1	1	2	1	1
c1_AL136307.1	1	1	1	1	1	1	2	1	1
c1_AL137077.2	1	1	1	1	1	1	2	1	1
c1_AL139241.1	1	1	1	1	1	1	2	1	1
c1_AL139274.2	1	1	1	1	1	1	2	1	1
c1_AL162311.3	1	1	1	1	1	1	2	1	1
c1_AL162377.3	1	1	1	1	1	1	2	1	1
c1_AL354696.2	1	1	1	1	1	1	2	1	1
c1_AL357054.4	1	1	1	1	1	1	2	1	1
c1_AL358781.2	1	1	1	1	1	1	2	1	1
c1_AL359513.1	1	1	1	1	1	1	2	1	1
c1_AL359921.2	1	1	1	1	1	1	2	1	1
c1_AL365271.1	1	1	1	1	1	1	2	1	1
c1_AL391497.1	1	1	1	1	1	1	2	1	1
c1_AL450327.1	1	1	1	1	1	1	2	1	1
c1_AL606970.4	1	1	1	1	1	1	2	1	1
c1_AL627422.2	1	1	1	1	1	1	2	1	1
c1_AL645940.1	1	1	1	1	1	1	2	1	1
c1_AL731566.1	1	1	1	1	1	1	2	1	1
c1_AL731577.1	1	1	1	1	1	1	2	1	1
c1_ANKHD1-EIF4EBP3	1	1	1	1	1	1	2	1	1
c1_ANKLE1	1	1	1	1	1	1	2	1	1
c1_ANKRD36B	1	1	1	1	1	1	2	1	1
c1_AP000356.2	1	1	1	1	1	1	2	1	1
c1_AP000553.3	1	1	1	1	1	1	2	1	1
c1_AP001107.7	1	1	1	1	1	1	2	1	1
c1_AP001347.1	1	1	1	1	1	1	2	1	1
c1_AP001453.1	1	1	1	1	1	1	2	1	1
c1_AP003392.4	1	1	1	1	1	1	2	1	1
c1_AP003419.2	1	1	1	1	1	1	2	1	1
c1_AP006333.1	1	1	1	1	1	1	2	1	1
c1_AP1G2	1	1	1	1	1	1	2	1	1
c1_ARL17A	1	1	1	1	1	1	2	1	1
c1_ARRB2	1	1	1	1	1	1	2	1	1
c1_ASMTL-AS1	1	1	1	1	1	1	2	1	1
c1_ATP12A	1	1	1	1	1	1	2	1	1
c1_ATP8B4	1	1	1	1	1	1	2	1	1
c1_ATXN7.1	1	1	1	1	1	1	2	1	1
c1_BIRC3	1	1	1	1	1	1	2	1	1
c1_BMP8B	1	1	1	1	1	1	2	1	1
c1_BTBD18	1	1	1	1	1	1	2	1	1
c1_C12orf50	1	1	1	1	1	1	2	1	1
c1_C1orf167	1	1	1	1	1	1	2	1	1
c1_C2CD5	1	1	1	1	1	1	2	1	1
c1_C4orf51	1	1	1	1	1	1	2	1	1
c1_C6orf99	1	1	1	1	1	1	2	1	1
c1_C7orf25	1	1	1	1	1	1	2	1	1
c1_CACNA1D	1	1	1	1	1	1	2	1	1
c1_CALHM3	1	1	1	1	1	1	2	1	1
c1_CCDC171	1	1	1	1	1	1	2	1	1
c1_CCIN	1	1	1	1	1	1	2	1	1
c1_CCKBR	1	1	1	1	1	1	2	1	1
c1_CCL7	1	1	1	1	1	1	2	1	1
c1_CCSAP	1	1	1	1	1	1	2	1	1
c1_CD226	1	1	1	1	1	1	2	1	1
c1_CD300LG	1	1	1	1	1	1	2	1	1
c1_CD34	1	1	1	1	1	1	2	1	1
c1_CD83	1	1	1	1	1	1	2	1	1
c1_CDC25A	1	1	1	1	1	1	2	1	1
c1_CDRT1	1	1	1	1	1	1	2	1	1
c1_CENPJ	1	1	1	1	1	1	2	1	1
c1_CEP295NL	1	1	1	1	1	1	2	1	1
c1_CEP72	1	1	1	1	1	1	2	1	1
c1_CEP76	1	1	1	1	1	1	2	1	1
c1_CEP85	1	1	1	1	1	1	2	1	1
c1_CER1	1	1	1	1	1	1	2	1	1
c1_CHDH	1	1	1	1	1	1	2	1	1
c1_CLDN10	1	1	1	1	1	1	2	1	1
c1_CNTD1	1	1	1	1	1	1	2	1	1
c1_CRYBA2	1	1	1	1	1	1	2	1	1
c1_CTXND1	1	1	1	1	1	1	2	1	1
c1_CU634019.6	1	1	1	1	1	1	2	1	1
c1_CXorf57	1	1	1	1	1	1	2	1	1
c1_CYP46A1	1	1	1	1	1	1	2	1	1
c1_DAND5	1	1	1	1	1	1	2	1	1
c1_DAPK2	1	1	1	1	1	1	2	1	1
c1_DBNDD2	1	1	1	1	1	1	2	1	1
c1_DCST1-AS1	1	1	1	1	1	1	2	1	1
c1_DDN-AS1	1	1	1	1	1	1	2	1	1
c1_DMC1	1	1	1	1	1	1	2	1	1
c1_DNAJC22	1	1	1	1	1	1	2	1	1
c1_ECM2	1	1	1	1	1	1	2	1	1
c1_EFCAB6-AS1	1	1	1	1	1	1	2	1	1
c1_EGFL8	1	1	1	1	1	1	2	1	1
c1_EMILIN3	1	1	1	1	1	1	2	1	1
c1_ENTPD1-AS1	1	1	1	1	1	1	2	1	1
c1_ERFE	1	1	1	1	1	1	2	1	1
c1_ERICH4	1	1	1	1	1	1	2	1	1
c1_ERVH48-1	1	1	1	1	1	1	2	1	1
c1_ESAM	1	1	1	1	1	1	2	1	1
c1_ESR2	1	1	1	1	1	1	2	1	1
c1_ESRP2	1	1	1	1	1	1	2	1	1
c1_EXO5	1	1	1	1	1	1	2	1	1
c1_FAM3D-AS1	1	1	1	1	1	1	2	1	1
c1_FARP1-AS1	1	1	1	1	1	1	2	1	1
c1_FBXO48	1	1	1	1	1	1	2	1	1
c1_FGD6	1	1	1	1	1	1	2	1	1
c1_FLT4	1	1	1	1	1	1	2	1	1
c1_FOCAD-AS1	1	1	1	1	1	1	2	1	1
c1_FOXE3	1	1	1	1	1	1	2	1	1
c1_FOXL2	1	1	1	1	1	1	2	1	1
c1_FUT6	1	1	1	1	1	1	2	1	1
c1_GASAL1	1	1	1	1	1	1	2	1	1
c1_GCC2-AS1	1	1	1	1	1	1	2	1	1
c1_GLYATL2	1	1	1	1	1	1	2	1	1
c1_GNB5	1	1	1	1	1	1	2	1	1
c1_GOLGA8H	1	1	1	1	1	1	2	1	1
c1_GP1BA	1	1	1	1	1	1	2	1	1
c1_GPR3	1	1	1	1	1	1	2	1	1
c1_GRHL2	1	1	1	1	1	1	2	1	1
c1_HIST1H1D	1	1	1	1	1	1	2	1	1
c1_HIST1H2AJ	1	1	1	1	1	1	2	1	1
c1_HIST1H2AK	1	1	1	1	1	1	2	1	1
c1_HIST1H2BF	1	1	1	1	1	1	2	1	1
c1_HIST1H3A	1	1	1	1	1	1	2	1	1
c1_HLA-DPA1	1	1	1	1	1	1	2	1	1
c1_HNF1A	1	1	1	1	1	1	2	1	1
c1_HSD17B6	1	1	1	1	1	1	2	1	1
c1_HSFX1	1	1	1	1	1	1	2	1	1
c1_HSPA12A	1	1	1	1	1	1	2	1	1
c1_HSPA2	1	1	1	1	1	1	2	1	1
c1_ICAM4	1	1	1	1	1	1	2	1	1
c1_IFI27	1	1	1	1	1	1	2	1	1
c1_IL13	1	1	1	1	1	1	2	1	1
c1_IL17RB	1	1	1	1	1	1	2	1	1
c1_INCENP	1	1	1	1	1	1	2	1	1
c1_INHA	1	1	1	1	1	1	2	1	1
c1_ITIH4-AS1	1	1	1	1	1	1	2	1	1
c1_KCP	1	1	1	1	1	1	2	1	1
c1_KDM4D	1	1	1	1	1	1	2	1	1
c1_KHK	1	1	1	1	1	1	2	1	1
c1_KLHL11	1	1	1	1	1	1	2	1	1
c1_KRT7	1	1	1	1	1	1	2	1	1
c1_LHFPL1	1	1	1	1	1	1	2	1	1
c1_LHX6	1	1	1	1	1	1	2	1	1
c1_LINC00316	1	1	1	1	1	1	2	1	1
c1_LINC00323	1	1	1	1	1	1	2	1	1
c1_LINC00449	1	1	1	1	1	1	2	1	1
c1_LINC00937	1	1	1	1	1	1	2	1	1
c1_LINC01123	1	1	1	1	1	1	2	1	1
c1_LINC01358	1	1	1	1	1	1	2	1	1
c1_LINC01730	1	1	1	1	1	1	2	1	1
c1_LINC01733	1	1	1	1	1	1	2	1	1
c1_LINC01967	1	1	1	1	1	1	2	1	1
c1_LINC01981	1	1	1	1	1	1	2	1	1
c1_LINC01996	1	1	1	1	1	1	2	1	1
c1_LINC02035	1	1	1	1	1	1	2	1	1
c1_LINC02332	1	1	1	1	1	1	2	1	1
c1_LKAAEAR1	1	1	1	1	1	1	2	1	1
c1_LMNB1-DT	1	1	1	1	1	1	2	1	1
c1_LRRC4	1	1	1	1	1	1	2	1	1
c1_LRRC8C	1	1	1	1	1	1	2	1	1
c1_MC1R	1	1	1	1	1	1	2	1	1
c1_MEDAG	1	1	1	1	1	1	2	1	1
c1_MSLN	1	1	1	1	1	1	2	1	1
c1_MTUS2-AS1	1	1	1	1	1	1	2	1	1
c1_MYH3	1	1	1	1	1	1	2	1	1
c1_MYRFL	1	1	1	1	1	1	2	1	1
c1_NDOR1	1	1	1	1	1	1	2	1	1
c1_NEURL1B	1	1	1	1	1	1	2	1	1
c1_NFKBID	1	1	1	1	1	1	2	1	1
c1_NR4A2	1	1	1	1	1	1	2	1	1
c1_NXPH2	1	1	1	1	1	1	2	1	1
c1_OLAH	1	1	1	1	1	1	2	1	1
c1_OPRD1	1	1	1	1	1	1	2	1	1
c1_OR52A1	1	1	1	1	1	1	2	1	1
c1_OVCH2	1	1	1	1	1	1	2	1	1
c1_OXTR	1	1	1	1	1	1	2	1	1
c1_PAQR4	1	1	1	1	1	1	2	1	1
c1_PCDHGA11	1	1	1	1	1	1	2	1	1
c1_PCDHGA12	1	1	1	1	1	1	2	1	1
