ffinal3...1.	WTCa_vs_WT	WT_vs_WTFK	WT_vs_cna1	WT_vs_crz1	WTCa_vs_WTFK	WTCa_vs_cna1	WTCa_vs_crz1	WTFK_vs_cna1	WTFK_vs_crz1	cna1_vs_crz1
CAGL0E03806g	-0.084482175	0.0388878902	0.2273192701	0.1149740482	-0.0455942848	0.1428370951	0.0304918732	0.1884313799	0.076086158	-0.1123452219
CAGL0E03828g	0.1488417371	0.0355889824999999	0.1304508963	-0.1166882232	0.1844307196	0.2792926334	0.0321535139000000	0.0948619138	-0.1522772057	-0.2471391195
CAGL0E03850g	-0.1784506603	0.3315906826	0.3865117043	-0.4725889307	0.1531400223	0.208061044000000	-0.651039591	0.0549210216999997	-0.8041796133	-0.859100635
CAGL0E03872g	0.00220095019999998	0.0777567240000002	0.0328052288000001	-0.396255259600000	0.0799576742000001	0.035006179	-0.3940543094	-0.0449514952000000	-0.4740119836	-0.4290604884
CAGL0E03894g	-0.3567609969	-0.8496940536	-0.8648604418	-0.0908317239999996	-1.2064550505	-1.2216214387	-0.4475927209	-0.0151663882000002	0.7588623296	0.7740287178
CAGL0E03916g	0.22419402	-0.9796233006	-1.0374936137	-0.157241736700000	-0.7554292806	-0.8132995937	0.0669522833000001	-0.0578703130999999	0.8223815639	0.880251877
CAGL0E03938g	0.031146987	0.0405133485	-0.1359042665	0.1405196185	0.0716603355	-0.1047572795	0.1716666055	-0.176417615	0.10000627	0.276423885
CAGL0E03960g	-0.0388017223	0.0151111891000001	0.0122339243000001	0.1525934638	-0.0236905332	-0.026567798	0.1137917415	-0.00287726479999996	0.137482274700000	0.1403595395
CAGL0E03982g	-0.0841096817	0.0627364776	0.0229770801	0.00223425059999998	-0.0213732041	-0.0611326016	-0.0818754311	-0.0397593975	-0.060502227	-0.0207428295
CAGL0E04004g	0.2704469708	0.7457376057	1.1230029732	0.0876600244	1.0161845765	1.393449944	0.3581069952	0.3772653675	-0.6580775813	-1.0353429488
CAGL0E04026g	-0.0255392245	0.119040181500000	0.2437700259	0.0515482920999998	0.093500957	0.2182308014	0.0260090675999999	0.1247298444	-0.0674918894000001	-0.1922217338
CAGL0E04048g	-0.0211647748000000	0.0834216654000001	0.3163469395	-0.0220238941999999	0.0622568906	0.2951821647	-0.0431886690000000	0.2329252741	-0.1054455596	-0.3383708337
CAGL0E04070g	0.1472929585	0.00704411790000002	-0.0519688585999999	0.0272733262000001	0.1543370764	0.0953240999	0.1745662847	-0.0590129764999999	0.0202292083000001	0.0792421848
CAGL0E04092g	-0.0350704453	-0.3541584473	-0.4997558572	0.6530709287	-0.3892288926	-0.5348263025	0.6180004834	-0.1455974099	1.007229376	1.1528267859
CAGL0E04114g	0.189304828200	-0.2246124015	-0.2487556183	-0.032106226	-0.0353075733	-0.0594507900999999	0.1571986022	-0.0241432167999999	0.1925061755	0.2166493923
CAGL0E04136g	-0.0173907557	0.131253583200000	0.149785886400000	0.139253778200000	0.113862827500000	0.132395130700000	0.121863022500000	0.0185323032000002	0.00800019500000022	-0.0105321081999998
CAGL0E04158g	-0.1929981212	0.1871506513	0.1949296419	0.1627185981	-0.00584746990000002	0.00193152070000001	-0.0302795231	0.00777899060000006	-0.0244320532000000	-0.0322110438000001
CAGL0E04180g	-0.0481371686999999	0.0832505951	-0.3114093303	-0.165643055	0.0351134264000000	-0.359546499	-0.2137802237	-0.3946599254	-0.2488936501	0.1457662753
CAGL0E04202g	0.2527983048	0.0790000107999998	-0.0872210040000002	-0.0903294540000002	0.3317983156	0.1655773008	0.162468850800000	-0.166221014800000	-0.169329464800000	-0.00310845000000021
CAGL0E04224g	-0.1474631394	0.0390561655000000	-0.2518189112	-0.2221035487	-0.1084069739	-0.3992820506	-0.3695666881	-0.2908750767	-0.2611597142	0.0297153625
CAGL0E04246g	-0.072999822	0.0231035581	-0.0110594677000001	0.0179220721000000	-0.0498962639	-0.0840592897	-0.0550777499	-0.0341630258000001	-0.00518148600000004	0.0289815398
CAGL0E04268g	0.0208506799000000	-0.0193345452999999	-0.000492329399999849	0.00128580560000019	0.00151613459999994	0.0203583505000000	0.0221364855000001	0.0188422159000001	0.0206203509000001	0.00177813500000014
CAGL0E04290g	0.1818943439	-0.1657011752	-0.2584103064	-0.217021792	0.0161931687000000	-0.0765159625	-0.0351274480999999	-0.0927091312	-0.0513206168	0.0413885144
CAGL0E04312g	-0.1725056412	0.0340320091	0.0274257067000001	0.12529866	-0.1384736321	-0.1450799345	-0.0472069812	-0.00660630239999991	0.0912666509	0.0978729533
CAGL0E04334g	-0.3223252946	0.2382758942	-0.1010709517	-0.4298758046	-0.0840494003999998	-0.4233962463	-0.7522010992	-0.3393468459	-0.6681516988	-0.3288048529
CAGL0E04356g	-0.1404035002	0.284341696	0.5521870467	-0.2566236964	0.1439381958	0.4117835465	-0.3970271966	0.2678453507	-0.5409653924	-0.8088107431
CAGL0E04378g	0.0305165566	-0.0478070896	-0.0495799538	0.152221748	-0.0172905330000000	-0.0190633972	0.1827383046	-0.00177286419999996	0.2000288376	0.2018017018
CAGL0E04400g	0.1471828403	-0.1910874484	-0.1673194025	-0.1590961163	-0.0439046081	-0.0201365622000000	-0.0119132760000000	0.0237680459000001	0.0319913321000001	0.00822328620000003
CAGL0E04422g	0.2869291432	-0.0363641941000001	0.0846454674999999	-0.1559107502	0.2505649491	0.3715746107	0.131018393	0.1210096616	-0.1195465561	-0.2405562177
CAGL0E04444g	0.0898912227	0.00029587999999995	-0.0608208579	0.0722964191	0.0901871027	0.0290703648	0.1621876418	-0.0611167379	0.0720005391	0.133117277
CAGL0E04466g	0.1092432296	0.107022809100000	-0.0983802537000001	0.1131858067	0.216266038700000	0.0108629758999999	0.2224290363	-0.2054030628	0.0061629976000001	0.2115660604
CAGL0E04488g	0.0481013227	-0.2029798928	-0.1137926692	0.0421542452000001	-0.1548785701	-0.0656913465	0.0902555679	0.0891872236	0.245134138	0.1559469144
CAGL0E04510g	-0.0884863433	0.0296424137	-0.00213076700000008	-0.1921511645	-0.0588439296	-0.0906171103	-0.2806375078	-0.0317731807000001	-0.2217935782	-0.1900203975
CAGL0E04532g	0.1057179713	-0.0492279893999999	-0.2517984353	-0.1438110885	0.0564899819000001	-0.146080464	-0.0380931172	-0.2025704459	-0.0945830991	0.1079873468
CAGL0E04554g	-0.7980739161	-0.425547501400000	-0.8752990011	-0.3996592246	-1.2236214175	-1.6733729172	-1.1977331407	-0.4497514997	0.0258882767999999	0.4756397765
CAGL0E04576g	-0.00934425870000005	-0.172851128	-0.1592787098	0.0790364106	-0.1821953867	-0.1686229685	0.0696921519	0.0135724182000001	0.2518875386	0.2383151204
CAGL0E04598g	-0.1626871588	0.1426962365	0.1242736782	0.1319541165	-0.0199909223000000	-0.0384134806	-0.0307330423	-0.0184225582999999	-0.0107421200000000	0.00768043829999999
CAGL0E04620g	-0.0273832913000001	0.2329225172	0.3386964889	0.5096598931	0.2055392259	0.3113131976	0.4822766018	0.105773971700000	0.276737375900000	0.1709634042
CAGL0E04642g	0.1322182642	0.1174415995	0.2147719682	-0.0956983165	0.2496598637	0.3469902324	0.0365199477	0.0973303687	-0.213139916	-0.3104702847
CAGL0E04664g	-0.0328564185	0.0866785384999999	0.1381152937	-0.0303204557000001	0.05382212	0.1052588752	-0.0631768742	0.0514367552	-0.1169989942	-0.1684357494
CAGL0E04686g	0.0221813905	0.0466317320999999	0.1546443832	-0.0919479843	0.0688131226000000	0.1768257737	-0.0697665938	0.1080126511	-0.1385797164	-0.2465923675
CAGL0E04708g	0.0154451724	0.1790767141	0.0246375092999999	-0.07072334	0.1945218865	0.0400826816999999	-0.0552781676	-0.1544392048	-0.2498000541	-0.0953608493
CAGL0E04752g	-0.406475911	0.2573280048	0.3353534951	0.1386351386	-0.1491479062	-0.0711224159	-0.2678407724	0.0780254903	-0.11869286620	-0.1967183565
CAGL0E04774g	-1.0758233906	0.6251621941	0.7247355642	0.6478009906	-0.4506611965	-0.3510878264	-0.4280224	0.0995733701	0.0226387965000000	-0.0769345736
CAGL0E04796g	-0.0805651664	-0.0264685428999999	-0.0752467559999999	0.0548028425000001	-0.1070337093	-0.1558119224	-0.0257623238999999	-0.0487782130999999	0.0812713854000001	0.1300495985
CAGL0E04818g	0.1204926255	-0.3226239049	-0.3353401977	0.0668507016	-0.2021312794	-0.214847572200000	0.1873433271	-0.0127162927999999	0.3894746065	0.4021908993
CAGL0E04840g	0.3424423799	-0.1868994618	-0.0444378084000001	-0.0723953449000001	0.1555429181	0.2980045715	0.270047035	0.1424616534	0.1145041169	-0.0279575365000001
CAGL0E04862g	-0.1255967595	0.0993824976	0.1362151982	0.1116135442	-0.0262142619	0.0106184387000000	-0.0139832153000000	0.0368327006	0.0122310466000000	-0.024601654
CAGL0E04884g	-0.0144214273000000	0.2644315036	0.1825285766	0.0202279615	0.2500100763	0.1681071493	0.00580653420000004	-0.081902927	-0.2442035421	-0.1623006151
CAGL0E04906g	-0.5167242443	0.3076145977	0.5675145095	0.559560403	-0.2091096466	0.0507902652	0.0428361587000000	0.2598999118	0.2519458053	-0.00795410649999998
CAGL0E04928g	-0.0667967511	0.0918214097	0.2382223279	0.2496299343	0.0250246586	0.1714255768	0.1828331832	0.1464009182	0.1578085246	0.0114076064000000
CAGL0E04950g	0.0146149014000000	0.1881933066	0.219500396	0.0444439307999999	0.202808208	0.2341152974	0.0590588322	0.0313070894000000	-0.1437493758	-0.1750564652
CAGL0E04972g	-0.022547064	0.0100535461	0.0060022929	-0.00954278550000003	-0.0124935179	-0.0165447711	-0.0320898495	-0.00405125319999999	-0.0195963316000000	-0.0155450784000000
CAGL0E04994g	0.174649202	-0.0763924765999998	-0.163529960500000	0.0274810466000002	0.0982567254	0.0111192415000000	0.2021302486	-0.0871374839	0.103873523200000	0.1910110071
CAGL0E05016g	0.4782306151	-0.3343424009	-0.276265157	-0.2111084285	0.1438882142	0.2019654581	0.2671221866	0.0580772439000002	0.1232339724	0.0651567285
CAGL0E05038g	0.2036726154	-0.0758280793000001	0.00306002279999981	-0.0592057331000002	0.1278445361	0.2067326382	0.144466882300000	0.0788881020999999	0.0166223461999999	-0.0622657559000001
CAGL0E05060g	0.0369514969	-0.00679881840000009	0.0438205489999999	-0.00587287120000011	0.0301526785000000	0.0807720458999999	0.0310786256999999	0.0506193673999999	0.000925947199999938	-0.0496934202
CAGL0E05082g	0.0539898447	-0.0802855551	0.0874041122	-0.1787432064	-0.0262957104000001	0.1413939569	-0.1247533617	0.1676896673	-0.0984576513	-0.2661473186
CAGL0E05104g	0.0215270078000000	0.1001432564	0.0806494001	-0.00785795720000003	0.1216702642	0.1021764079	0.0136690506	-0.0194938563	-0.1080012136	-0.0885073573
CAGL0E05126g	-0.0878900809	-0.3387224027	-0.4784818647	0.2098246365	-0.4266124836	-0.5663719456	0.1219345556	-0.139759462	0.5485470392	0.6883065012
CAGL0E05148g	-0.9516967219	0.7066230476	1.2091167105	-0.1409410255	-0.2450736743	0.2574199886	-1.0926377474	0.5024936629	-0.8475640731	-1.350057736
CAGL0E05170g	-0.9852518712	0.865288104	1.0082631678	0.6180998165	-0.1199637672	0.0230112965999999	-0.3671520547	0.1429750638	-0.2471882875	-0.3901633513
CAGL0E05192g	-1.0953111678	1.6541976633	1.7648871485	-0.00196783859999994	0.5588864955	0.6695759807	-1.0972790064	0.110689485200000	-1.6561655019	-1.7668549871
CAGL0E05214g	-1.1251476631	1.7107196574	1.8575609182	-0.0591988481999998	0.5855719943	0.7324132551	-1.1843465113	0.1468412608	-1.7699185056	-1.9167597664
CAGL0E05236g	-0.3636704674	0.665628505	0.5841455528	0.2373276538	0.3019580376	0.2204750854	-0.1263428136	-0.0814829522	-0.4283008512	-0.346817899
CAGL0E05258g	-0.0770719738	0.1823464326	0.0960216777	-0.00141446259999986	0.1052744588	0.0189497039000000	-0.0784864363999999	-0.0863247548999999	-0.1837608952	-0.0974361403
CAGL0E05280g	-0.1707279036	-0.4878506428	-0.7932391024	-0.0954851204	-0.6585785464	-0.963967006	-0.266213024	-0.3053884596	0.3923655224	0.697753982
CAGL0E05302g	-0.0352709303	0.1395159137	0.3927757403	0.0292439976999999	0.1042449834	0.35750481	-0.00602693260000018	0.2532598266	-0.110271916000000	-0.3635317426
CAGL0E05324g	0.0354176701999999	-0.3232343227	-0.2461149798	-0.0555517623000001	-0.2878166525	-0.2106973096	-0.0201340921000000	0.0771193429	0.2676825604	0.1905632175
CAGL0E05346g	-0.3113494896	0.3892125504	0.4238087324	-0.1477891124	0.0778630608	0.1124592428	-0.459138602	0.034596182	-0.5370016628	-0.5715978448
CAGL0E05368g	0.0233833667	0.0511492504999999	-0.0638399626	0.00109776479999994	0.0745326172	-0.0404565959	0.0244811315	-0.1149892131	-0.0500514857000001	0.0649377274
CAGL0E05390g	0.1884943322	-0.0783787439	-0.2185898868	-0.0354608571	0.1101155883	-0.0300955546	0.1530334751	-0.1402111429	0.0429178867999999	0.1831290297
CAGL0E05412g	0.0627225608	0.1900058951	0.3312650747	0.084018817	0.2527284559	0.3939876355	0.1467413778	0.1412591796	-0.1059870781	-0.2472462577
CAGL0E05434g	0.0435233681	-0.1167933766	-0.143725751	0.0541331132000000	-0.0732700085	-0.1002023829	0.0976564813	-0.0269323744	0.1709264898	0.1978588642
CAGL0E05456g	0.2593611105	-0.4643826956	-0.7421174523	-1.1614451691	-0.2050215851	-0.4827563418	-0.9020840586	-0.2777347567	-0.6970624735	-0.4193277168
CAGL0E05478g	-0.0473394263	-0.111301020600000	-0.2779728123	-0.104002274900000	-0.1586404469	-0.3253122386	-0.1513417012	-0.1666717917	0.00729874570000003	0.1739705374
CAGL0E05500g	-0.1157839398	0.0547860935000002	-0.0148575390999998	0.2288637068	-0.0609978463	-0.1306414789	0.113079767	-0.0696436325999998	0.174077613300000	0.2437212459
CAGL0E05522g	0.2246965406	0.1993257752	0.1833280076	0.1596175128	0.4240223158	0.4080245482	0.3843140534	-0.0159977675999999	-0.0397082623999999	-0.0237104948
CAGL0E05566g	-0.3290206966	0.4301716995	0.7673209153	-0.1854196019	0.101151002900000	0.4383002187	-0.5144402985	0.3371492158	-0.6155913014	-0.9527405172
CAGL0E05588g	-0.7893736868	0.3255596329	0.7357408347	0.1152216196	-0.4638140539	-0.0536328520999997	-0.6741520672	0.4101812018	-0.2103380133	-0.6205192151
CAGL0E05610g	-0.9166564669	0.189554157900000	0.7194413761	-0.5231689079	-0.727102309	-0.1972150908	-1.4398253748	0.5298872182	-0.7127230658	-1.242610284
CAGL0E05632g	-0.136499196	-0.6645299437	-1.1699841516	-0.144199722700000	-0.8010291397	-1.3064833476	-0.2806989187	-0.5054542079	0.520330221	1.0257844289
CAGL0E05654g	-1.0870475213	-0.230863689700000	-0.0702612017999999	-0.2494547943	-1.317911211	-1.1573087231	-1.3365023156	0.1606024879	-0.0185911046000001	-0.1791935925
CAGL0E05676g	-0.1625209901	-0.0275663181	-0.126219065	0.0519356995	-0.1900873082	-0.2887400551	-0.1105852906	-0.0986527469	0.0795020176	0.1781547645
CAGL0E05698g	-0.058501671	-0.0120206726000000	-0.3712680333	0.0659312974	-0.0705223436	-0.4297697043	0.0074296264	-0.3592473607	0.07795197	0.4371993307
CAGL0E05720g	-0.0314566345	-0.2308625263	-0.1255299341	0.0629514734	-0.2623191608	-0.1569865686	0.0314948389	0.1053325922	0.2938139997	0.1884814075
CAGL0E05742g	0.0785528984	-0.0656237592000001	0.0371198191999999	-0.0456526706000001	0.0129291392000000	0.1156727176	0.0329002278000000	0.1027435784	0.0199710885999999	-0.0827724898
CAGL0E05764g	0.2656097409	-0.2020032774	-0.3165980313	-0.1300550084	0.0636064635	-0.0509882904	0.1355547325	-0.1145947539	0.0719482690	0.1865430229
CAGL0E05786g	-0.0299901717	-0.0080525429	0.0215149650999999	0.1241163061	-0.0380427146	-0.00847520660000003	0.0941261344	0.0295675080000000	0.132168849	0.102601341
CAGL0E05808g	0.0802920531	-0.1112913575	-0.1241778969	-0.233718724	-0.0309993044000000	-0.0438858438	-0.1534266709	-0.0128865394	-0.1224273665	-0.1095408271
CAGL0E05830g	0.0162053318000000	-0.1232254377	-0.1881574041	-0.1428398754	-0.1070201059	-0.1719520723	-0.1266345436	-0.0649319664	-0.0196144377000000	0.0453175287000001
CAGL0E05852g	0.3257639032	-0.3370034097	0.0730024038	-0.0688726913999999	-0.0112395065000000	0.398766307	0.2568912118	0.4100058135	0.2681307183	-0.141875095200000
CAGL0E05874g	-0.1938752007	-0.0526697792	-0.066710628	-0.036248665	-0.2465449799	-0.2605858287	-0.2301238657	-0.0140408488	0.0164211142000000	0.030461963
CAGL0E05896g	-0.0297170547	-0.00496809979999997	-0.0600014431	-0.2166003688	-0.0346851544999999	-0.0897184978	-0.2463174235	-0.0550333433000000	-0.211632269	-0.1565989257
CAGL0E05918g	-0.1495920597	0.0132662550000001	-0.121469412500000	0.2907058388	-0.1363258047	-0.2710614722	0.1411137791	-0.1347356675	0.2774395838	0.4121752513
CAGL0E05940g	-0.0350142805000000	-0.0335335277000000	-0.1741839722	0.2426724124	-0.0685478082	-0.2091982527	0.2076581319	-0.1406504445	0.2762059401	0.4168563846
CAGL0E05962g	-0.0684862488	0.2079077725	0.3472280926	-0.0972929219	0.1394215237	0.2787418438	-0.1657791707	0.1393203201	-0.3052006944	-0.4445210145
CAGL0E05984g	0.1041168782	-0.0604858139	-0.3123899624	-0.0507656429999999	0.0436310643	-0.2082730842	0.0533512352000001	-0.2519041485	0.00972017090000002	0.2616243194
CAGL0E06006g	-0.140662876200000	0.5130623368	0.6971712851	-0.2090333211	0.3723994606	0.556508408900000	-0.3496961973	0.1841089483	-0.7220956579	-0.9062046062
CAGL0E06028g	-0.0087461727000001	-0.0903457194	-0.237596704	-0.0717779992999999	-0.0990918921	-0.2463428767	-0.080524172	-0.1472509846	0.0185677201000001	0.1658187047
CAGL0E06050g	0.0817660233	-0.0826030575	-0.0602737853	0.0123686745999999	-0.000837034200000004	0.0214922380000000	0.0941346979	0.0223292722000000	0.0949717321	0.0726424599
CAGL0E06072g	-0.3989808347	0.4254356772	0.8317770919	-0.1653332633	0.0264548424999999	0.4327962572	-0.564314098	0.4063414147	-0.5907689405	-0.9971103552
CAGL0E06094g	0.0676918033	0.0238742102999999	-0.0705163769000001	0.0730396383999999	0.0915660136	-0.00282457360000003	0.1407314417	-0.0943905872	0.0491654281	0.1435560153
CAGL0E06116g	-0.0789632654	-0.1733637602	-0.0453938239999999	-0.1982583437	-0.2523270256	-0.1243570894	-0.2772216091	0.1279699362	-0.0248945835000000	-0.1528645197
CAGL0E06138g	-0.5587703538	0.2774732379	0.6501092824	-0.3453761751	-0.281297115900000	0.0913389286	-0.9041465289	0.3726360445	-0.622849413	-0.9954854575
CAGL0E06160g	-0.1188950133	0.157146514800000	0.101561943000000	0.189931751900000	0.0382515015000000	-0.0173330702999999	0.0710367386000001	-0.0555845717999997	0.0327852371000003	0.0883698089
CAGL0E06182g	0.00704877790000003	-0.02882374350	0.0286714336	0.1580931168	-0.0217749656	0.0357202115	0.1651418947	0.0574951771000001	0.1869168603	0.1294216832
CAGL0E06204g	0.0241094126000000	0.0429001678	-0.0206028446000000	0.00114233040000007	0.0670095804	0.003506568	0.0252517430000000	-0.0635030124	-0.0417578374	0.0217451750000001
CAGL0E06226g	0.1154079986	-0.00596704549999996	0.1615609555	-0.0029160204	0.1094409531	0.2769689541	0.1124919782	0.167528001	0.00305102509999999	-0.1644769759
CAGL0E06248g	0.2094696166	0.0323024322000000	-0.167563349	-0.0620299795999999	0.2417720488	0.0419062676000002	0.147439637	-0.1998657812	-0.0943324117999998	0.1055333694
CAGL0E06270g	-0.1237026921	-0.0834602168	-0.3288361281	-0.2851010182	-0.2071629089	-0.4525388202	-0.4088037103	-0.2453759113	-0.2016408014	0.0437351099000001
CAGL0E06292g	-1.5732940662	-0.220470319000000	-1.3607569495	-0.7823853762	-1.7937643852	-2.9340510157	-2.3556794424	-1.1402866305	-0.5619150572	0.5783715733
CAGL0E06314g	-0.1097117398	-0.0503411715	-0.0405433586999999	0.1434141279	-0.1600529113	-0.1502550985	0.0337023881	0.00979781280000002	0.1937552994	0.1839574866
CAGL0E06336g	0.0683512048	0.0708536	-0.0233182674000001	-0.1196942973	0.1392048048	0.0450329373999999	-0.0513430925	-0.0941718674	-0.1905478973	-0.0963760299
CAGL0E06358g	-0.4102032833	0.4018898924	0.789135872	-0.2326036202	-0.00831339089999988	0.3789325887	-0.6428069035	0.3872459796	-0.6344935126	-1.0217394922
CAGL0E06380g	-0.5913049926	0.8427179182	1.2395229361	-0.279267344900000	0.2514129256	0.6482179435	-0.8705723375	0.3968050179	-1.1219852631	-1.518790281
CAGL0E06402g	-0.00335116379999998	0.1777698687	0.0329185979999999	0.0622030829999999	0.1744187049	0.0295674341999999	0.0588519191999999	-0.1448512707	-0.1155667857	0.0292844849999999
CAGL0E06424g	0.2700778489	-0.1345570085	0.0858690306	-0.0202581947000001	0.1355208404	0.3559468795	0.2498196542	0.2204260391	0.1142988138	-0.1061272253
CAGL0E06446g	0.066209929	-0.1564940406	-0.1876779118	0.0351407228999999	-0.0902841116	-0.1214679828	0.1013506519	-0.0311838712	0.1916347635	0.2228186347
CAGL0E06468g	-0.00532302730000005	-0.0213044764999999	-0.1551097136	0.0476924913000001	-0.0266275038	-0.1604327409	0.0423694640000001	-0.133805237100000	0.0689969678000002	0.2028022049
CAGL0E06490g	0.1743231119	-0.1533304045	-0.0305081758	-0.000251558800000046	0.0209927074	0.1438149361	0.1740715531	0.1228222287	0.1530788457	0.030256617
CAGL0E06512g	-0.2426270818	0.2741050672	0.5161176811	-0.1350225721	0.0314779854	0.2734905993	-0.3776496539	0.2420126139	-0.4091276393	-0.6511402532
CAGL0E06534g	-0.158369285	-0.1431280346	-0.3708179398	-0.139650269100000	-0.3014973196	-0.5291872248	-0.2980195541	-0.2276899052	0.00347776550000005	0.2311676707
CAGL0E06556g	-0.0079230995	-0.1549185537	-0.1733381324	0.0973356321	-0.1628416532	-0.1812612319	0.0894125326	-0.0184195787000000	0.2522541858	0.2706737645
CAGL0E06578g	-0.1219040685	0.0114608384000001	0.0240728735000000	0.1555746701	-0.1104432301	-0.097831195	0.0336706016000000	0.0126120351000000	0.1441138317	0.1315017966
CAGL0E06600g	-0.1405202132	-0.127387114200000	-0.9841070808	0.3126365423	-0.267907327400000	-1.124627294	0.1721163291	-0.8567199666	0.4400236565	1.2967436231
CAGL0E06622g	0.067063732	0.0507510416000000	-0.2308388481	0.0606392849999999	0.1178147736	-0.1637751161	0.127703017	-0.281589889700000	0.00988824339999986	0.2914781331
CAGL0E06644g	-0.9690975499	0.6390745372	0.1308917563	0.6896356931	-0.3300230127	-0.8382057936	-0.2794618568	-0.5081827809	0.0505611559000002	0.5587439368
CAGL0E06666g	-0.1278168602	-0.167012552100000	-0.0554889642999997	0.183946247700000	-0.2948294123	-0.1833058245	0.0561293875	0.111523587800000	0.3509587998	0.239435212
CAGL0E06688g	-0.4964779535	-1.1958684214	0.00161358940000054	0.5305019585	-1.6923463749	-0.494864364099999	0.0340240050000003	1.1974820108	1.7263703799	0.5288883691
CAGL0F00110g	0.4013997145	-0.2489640946	-0.4098899916	0.3075063187	0.152435619900000	-0.00849027709999993	0.7089060332	-0.160925897	0.5564704133	0.7173963103
CAGL0F00121g	0.00995247980000001	0.0257587031999999	0.0380575456999999	0.0226228838999999	0.035711183	0.0480100254999999	0.0325753637000000	0.0122988425000000	-0.00313581930000004	-0.0154346618000000
CAGL0F00143g	1.5622078584	-0.5756572774	-0.11704614890	0.5779437327	0.986550581	1.4451617095	2.1401515911	0.45861112850	1.1536010101	0.6949898816
CAGL0F00154g	2.5322164585	-0.76502753	0.157607999000001	1.6192045865	1.7671889285	2.6898244575	4.151421045	0.922635529	2.3842321165	1.4615965875
CAGL0F00165g	1.2579499886	-0.6123989209	-0.41768354	0.4180274215	0.6455510677	0.8402664486	1.6759774101	0.194715380900000	1.0304263424	0.8357109615
CAGL0F00187g	0.1067401202	-0.0974187768	-0.4848151639	-0.4435808386	0.00932134340000003	-0.3780750437	-0.3368407184	-0.3873963871	-0.3461620618	0.0412343253000001
CAGL0F00209g	0.2109939559	-0.4528455313	-0.6882076503	-0.1961569265	-0.2418515754	-0.4772136944	0.0148370293999999	-0.235362119	0.2566886048	0.4920507238
CAGL0F00231g	0.2996758146	-0.3761487557	-0.222770923800000	0.2290103641	-0.0764729411	0.0769048908000001	0.5286861787	0.153377831900000	0.6051591198	0.4517812879
CAGL0F00253g	0.2833282625	-0.0407868543	-0.0622956046	0.1119746364	0.2425414082	0.2210326579	0.3953028989	-0.0215087503000000	0.1527614907	0.174270241
CAGL0F00275g	-0.0655695159	0.0104685248999999	0.0610381526999999	0.0307806189999999	-0.0551009910000001	-0.00453136320000009	-0.0347888969000001	0.0505696277999999	0.0203120940999999	-0.0302575337000000
CAGL0F00297g	0.1848350576	-0.2361575897	-0.3671050393	-0.1285292454	-0.0513225320999999	-0.1822699817	0.0563058122	-0.1309474496	0.1076283443	0.2385757939
CAGL0F00319g	-0.0818925712	0.0299143941	-0.2725057264	-0.2978139139	-0.0519781771	-0.3543982976	-0.3797064851	-0.3024201205	-0.327728308	-0.0253081875
CAGL0F00341g	-0.6067556277	-0.1888542573	-0.529976597	-0.102018107400000	-0.795609885	-1.1367322247	-0.7087737351	-0.3411223397	0.0868361499	0.4279584896
CAGL0F00363g	0.9177560712	0.8927451728	1.2668401272	0.7077471707	1.810501244	2.1845961984	1.6255032419	0.3740949544	-0.1849980021	-0.5590929565
CAGL0F00407g	0.0624332622	0.0156212397000000	-0.1829819546	0.00187494909999993	0.0780545018999999	-0.1205486924	0.0643082113	-0.1986031943	-0.0137462906000000	0.1848569037
CAGL0F00429g	0.2059006729	-0.1245851135	-0.2478432381	-0.1020572315	0.0813155594	-0.0419425652	0.1038434414	-0.1232581246	0.022527882	0.1457860066
CAGL0F00451g	0.312397415	-0.1698044134	-0.3015770997	-0.1740616124	0.1425930016	0.0108203153000000	0.1383358026	-0.1317726863	-0.00425719899999997	0.1275154873
CAGL0F00473g	0.0221141485	-0.0479178597999999	-0.2303668952	0.206030747	-0.0258037113	-0.2082527467	0.2281448955	-0.1824490354	0.2539486068	0.4363976422
CAGL0F00495g	0.0918643482	0.070876488	0.2826431883	-0.0260375801	0.1627408362	0.3745075365	0.0658267681	0.2117667003	-0.0969140681	-0.3086807684
CAGL0F00517g	0.0373924849	0.0555994902000001	0.1268839641	-0.1805153559	0.0929919751	0.164276449	-0.143122871	0.0712844739	-0.2361148461	-0.30739932
CAGL0F00539g	0.1901320201	-0.1154328697	-0.1605215841	-0.0659001646	0.0746991504	0.0296104360000000	0.1242318555	-0.0450887144	0.0495327051	0.0946214195
CAGL0F00561g	0.0874919454	-0.1468406509	-0.194083930900000	-0.0267388517999999	-0.0593487055	-0.106591985500000	0.0607530936000001	-0.0472432799999998	0.120101799100000	0.1673450791
CAGL0F00583g	0.2293166356	-0.1753746959	-0.0593611171	-0.0722775684	0.0539419397	0.1699555185	0.1570390672	0.1160135788	0.1030971275	-0.0129164513
CAGL0F00605g	-0.9267115342	-0.1813705979	-0.134810578200000	-0.2438285396	-1.1080821321	-1.0615221124	-1.1705400738	0.0465600197	-0.0624579417	-0.1090179614
CAGL0F00627g	0.2742050739	-0.1191542276	-0.2198224078	-0.0129499752	0.1550508463	0.0543826661000001	0.2612550987	-0.1006681802	0.1062042524	0.2068724326
CAGL0F00649g	0.4213136105	-1.2769948156	-1.3873667486	-0.4154435238	-0.8556812051	-0.9660531381	0.00587008670000013	-0.110371933000000	0.8615512918	0.9719232248
